# Aircraft: RC BIRE
# Date Generated: 2025-04-30 14:43:18
# Ventral Fins: False
# BIRE Angle Range: -45 to 45 deg
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,4
parameter,coordinate_system,body

BIRE[deg],elevator[deg],beta[deg],alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
-35.0,20.0,-10.0,10.0,-0.0314231074479851,-0.08147564178981058,-0.118236504051348,0.0064952729371282,-0.16947457412195882,0.04431556535513792
-35.0,20.0,-10.0,15.0,-0.0354943068672315,-0.0820824993013711,-0.11583244768283496,0.00934410826311645,-0.16408142943253298,0.045227002131548476
-35.0,20.0,-10.0,20.0,-0.0391626556174541,-0.0905400850678213,-0.1257353978595801,0.00952625721116953,-0.17654171296903504,0.050046673335376574
-35.0,20.0,0.0,-20.0,-0.027779263952248293,-0.07093400990780108,-0.11071824273435005,-0.006421627334334342,-0.15483768824945018,0.04014726311307768
-35.0,20.0,0.0,-15.0,-0.029335999257513797,-0.0668028681526855,-0.10445680307843797,-0.0054816112688367,-0.1471980653072929,0.03759159973490024
-35.0,20.0,0.0,-10.0,-0.03135045603927629,-0.0653264069684077,-0.10170867448410703,-0.0039774616070956705,-0.1446429393114701,0.036559809968990206
-35.0,20.0,0.0,-5.0,-0.033147821397013805,-0.0671535680905216,-0.10340563002918998,-0.002027182957011024,-0.1478883477678527,0.0374255237454655
-35.0,20.0,0.0,0.0,-0.035681977787955996,-0.06997425007098301,-0.106500106630755,-0.00031111463253165697,-0.1527844897653986,0.038878740403572434
-35.0,20.0,0.0,5.0,-0.0382085009455183,-0.0747608956906502,-0.11082070068837102,0.001281831283438896,-0.1587185160401137,0.04161416519781616
-35.0,20.0,0.0,10.0,-0.0394291285758877,-0.0801812752608547,-0.11717291655861295,0.0027863290276082496,-0.16735843759029698,0.0446550301219815
-35.0,20.0,0.0,15.0,-0.0405888391727409,-0.0882975719222888,-0.12782788994281002,0.0034740321297309002,-0.18203314582808097,0.049164016730067595
-35.0,20.0,0.0,20.0,-0.0421633669628256,-0.09662252851064151,-0.13838030561574,0.004457428904400471,-0.19579731464076203,0.0537733337496538
-35.0,20.0,10.0,-20.0,-0.03279295768893112,-0.065365456815427,-0.11107285178785009,-0.012861621965172751,-0.1538116469949008,0.036340546829101095
-35.0,20.0,10.0,-15.0,-0.035798674051834595,-0.0655727900286751,-0.11072287979550899,-0.010764897579086179,-0.1557441610842486,0.0362726441058998
-35.0,20.0,10.0,-10.0,-0.03515106904124284,-0.072084616402111,-0.11668098530857102,-0.00761473896536453,-0.1651910956718682,0.03998464639515725
-35.0,20.0,10.0,-5.0,-0.0361584234955937,-0.0733653361049057,-0.11657431992633531,-0.006375027659431619,-0.1661244351044761,0.0406351053474207
-35.0,20.0,10.0,0.0,-0.037762843693880103,-0.0735660680104171,-0.11512738534013503,-0.00580978690263208,-0.16499061822045819,0.04071989791744982
-35.0,20.0,10.0,5.0,-0.041147056632092394,-0.07854390225461431,-0.12413328026059606,-0.0038066145464318345,-0.178670646089912,0.043198904033944704
-35.0,20.0,10.0,10.0,-0.04297588426051831,-0.08631084930634501,-0.13349794786276403,-0.00235596480414691,-0.19187502819787003,0.0475387716719715
-35.0,20.0,10.0,15.0,-0.043678791656903755,-0.095036441752997,-0.1441428468658299,-0.00110445102339263,-0.20643947851561095,0.052477055614312096
-35.0,20.0,10.0,20.0,-0.0441366071488955,-0.10380391669860503,-0.15467798822556,0.00046883478919525906,-0.22008998298012106,0.0573934247562757
-35.0,20.0,20.0,-20.0,-0.037679816551418596,-0.0690832199039022,-0.12263936364482309,-0.0147401369003774,-0.1703504415805478,0.03731039222801504
-35.0,20.0,20.0,-15.0,-0.0399064515570934,-0.072807134967281,-0.126193339567916,-0.012667195298937051,-0.1773427397765815,0.039399736127393115
-35.0,20.0,20.0,-10.0,-0.03987180917331654,-0.07206698256507699,-0.12291208920900698,-0.01298905009522417,-0.17259715583864993,0.039139754504069056
-35.0,20.0,20.0,-5.0,-0.041280611028964395,-0.07372420450865,-0.12487928280397939,-0.01216075875180261,-0.1766362910072402,0.03992255746848591
-35.0,20.0,20.0,0.0,-0.0440959530951756,-0.07976481988647602,-0.13405579626785902,-0.00973155555795443,-0.191925885659275,0.0429683629553462
-35.0,20.0,20.0,5.0,-0.045692111295139795,-0.08723033863719801,-0.14482658427547795,-0.00752431010425301,-0.20860555840662098,0.04692752695992081
-35.0,20.0,20.0,10.0,-0.0462033392918686,-0.09592525435406998,-0.15647578413283503,-0.005784373975196291,-0.225646743165205,0.0517417346516277
-35.0,20.0,20.0,15.0,-0.046188728318912006,-0.10483817894209199,-0.16728712688065994,-0.004099989208443679,-0.24057241131946894,0.0569048117528706
-35.0,20.0,20.0,20.0,-0.046006319090657596,-0.11319695465669899,-0.1758767723138399,-0.0016653407795664005,-0.25083805545092097,0.0618182117162622
-35.0,30.0,-20.0,-20.0,-0.043216122172977,-0.10692338646152602,-0.16640279623508003,0.00710615766870794,-0.23900830332434198,0.058421323536639896
-35.0,30.0,-20.0,-15.0,-0.0440849189849803,-0.10020306040223201,-0.156266588806664,0.00963957032804674,-0.225632659641358,0.0541981579138774
-35.0,30.0,-20.0,-10.0,-0.0455787787284512,-0.094874837246522,-0.14632356347129305,0.01179211804555776,-0.21142967185000971,0.050995543072600805
-35.0,30.0,-20.0,-5.0,-0.048302296838387104,-0.09239692963910198,-0.138448980656069,0.01426691603481536,-0.1993571418156699,0.0496351178044511
-35.0,30.0,-20.0,0.0,-0.052271323910282504,-0.09300549107233821,-0.13234185496485812,0.017243759469202678,-0.18855186082563652,0.0502910513000185
-35.0,30.0,-20.0,5.0,-0.05825219682650651,-0.1001389750394256,-0.1337097690417,0.01883388449531194,-0.1875854037422903,0.0550059847430417
-35.0,30.0,-20.0,10.0,-0.05620180552989445,-0.1135104600836431,-0.15793512193597603,0.014428876581921901,-0.2252177514242755,0.061795168684247
-35.0,30.0,-20.0,15.0,-0.0550537528148079,-0.115424011285685,-0.16416211561610905,0.01531814523646682,-0.23395547415950502,0.0622370183919628
-35.0,30.0,-20.0,20.0,-0.0601000784371133,-0.1151974849649761,-0.16034466751578003,0.018871208380327013,-0.224241096142376,0.0623524912140579
-35.0,30.0,-10.0,-20.0,-0.04653902549801549,-0.0991793201637538,-0.15022739013510011,-0.0005720191599348397,-0.2128991552333716,0.05577519355362347
-35.0,30.0,-10.0,-15.0,-0.0477686758856402,-0.0934986234429585,-0.14200316294470106,0.0014213638012427498,-0.20269211162465228,0.052244647208734785
-35.0,30.0,-10.0,-10.0,-0.050120882669718606,-0.0892574530229863,-0.13587153494461607,0.0032530469328645828,-0.195132007977267,0.0495301284601838
-35.0,30.0,-10.0,-5.0,-0.053419663622006106,-0.0884551533123062,-0.133929337095802,0.00546320813717126,-0.1930406811709774,0.0488625513037244
-35.0,30.0,-10.0,0.0,-0.056614605930723,-0.09401854792099662,-0.1374122010500846,0.00715931068667768,-0.1976638142244918,0.0518548028402578
-35.0,30.0,-10.0,5.0,-0.057618749801255295,-0.10179011224522841,-0.146741385372279,0.00816198066927483,-0.2109607739169494,0.0560081712121929
-35.0,30.0,-10.0,10.0,-0.0564906141115972,-0.1100661508134097,-0.16106259391547995,0.00870910706890414,-0.23158246498667778,0.05997076151443672
-35.0,30.0,-10.0,15.0,-0.0622232781345593,-0.11129694636980819,-0.15898320578297498,0.01253115863200982,-0.226014895477235,0.06145207246959457
-35.0,30.0,-10.0,20.0,-0.0673902611502332,-0.1236028391052474,-0.1736754840086201,0.01266991417326214,-0.244796944138786,0.06844936099298737
-35.0,30.0,0.0,-20.0,-0.05185215960586839,-0.0933468704740105,-0.14461897762536013,-0.00879151660608314,-0.2023516247816592,0.0530332514123539
-35.0,30.0,0.0,-15.0,-0.05387119977212902,-0.08845992498788241,-0.13745719565411596,-0.00747258372827515,-0.1939497523462972,0.0499736852109791
-35.0,30.0,0.0,-10.0,-0.05656843620081609,-0.0871382852945912,-0.13497930035632605,-0.00540632780617258,-0.1923491410079069,0.0489489933913063
-35.0,30.0,0.0,-5.0,-0.059018901989082495,-0.0901726942417568,-0.13855561986678427,-0.002750311782225864,-0.19865715537090572,0.0504262891799821
-35.0,30.0,0.0,0.0,-0.0625099246323796,-0.09460028595123411,-0.14395799522485198,-0.0004252435625556608,-0.2071064014674956,0.05272176733301663
-35.0,30.0,0.0,5.0,-0.0660138836889621,-0.101699072165185,-0.15100290067037003,0.0017162657784215202,-0.2169205047462007,0.056763819456644556
-35.0,30.0,0.0,10.0,-0.0677371682417499,-0.1096652373605777,-0.16079921155167298,0.00372421289642947,-0.23039776567255602,0.06122319412077119
-35.0,30.0,0.0,15.0,-0.0694133169355039,-0.12139381146559079,-0.17645742946568,0.00459641107189925,-0.252094430318035,0.0677333975545109
-35.0,30.0,0.0,20.0,-0.0717039313563645,-0.1334140689943035,-0.19203086954462,0.0058487985354240095,-0.2726253949232851,0.07438858060768391
-35.0,30.0,10.0,-20.0,-0.058435352213347114,-0.0876421726989585,-0.14622343953930406,-0.01749742575947694,-0.2025079732003783,0.04893419745562749
-35.0,30.0,10.0,-15.0,-0.06252241252154096,-0.0885757195061164,-0.14708771215916394,-0.01460709518178248,-0.20715345376863512,0.0491935450359055
-35.0,30.0,10.0,-10.0,-0.061628043283272135,-0.097790072599553,-0.156783434917672,-0.010285922435869491,-0.2223566980148402,0.05444186524724785
-35.0,30.0,10.0,-5.0,-0.0630783248302636,-0.1001099279010357,-0.157778463850196,-0.0085953338806099,-0.2253656896918481,0.0556300379603802
-35.0,30.0,10.0,0.0,-0.06537438982726321,-0.1011078215592881,-0.15677842037640902,-0.007834878108389148,-0.2253183613935102,0.05612062387393922
-35.0,30.0,10.0,5.0,-0.0701281930848487,-0.10837044037978232,-0.17025489019482104,-0.005115209331814573,-0.245779299977133,0.05974652176737
-35.0,30.0,10.0,10.0,-0.07274304726089681,-0.1195434247033,-0.18414889569593706,-0.00316839929226869,-0.26546442339280096,0.0659756162036884
-35.0,30.0,10.0,15.0,-0.07380427875560591,-0.13202710298922501,-0.1997939487501399,-0.00151198606344277,-0.287000506646257,0.0730269278194327
-35.0,30.0,10.0,20.0,-0.0745490425428697,-0.14457255142135603,-0.21532871051139013,0.0005612717317998693,-0.30733877029782597,0.08005556225388571
-35.0,30.0,20.0,-20.0,-0.0648836111992878,-0.0942725632860972,-0.16324661465800405,-0.01992716520826366,-0.2267482456747297,0.05121043006994964
-35.0,30.0,20.0,-15.0,-0.06801911898691701,-0.09985050987716101,-0.169549284207283,-0.017059477438706748,-0.23851520521574848,0.054304387972261815
-35.0,30.0,20.0,-10.0,-0.06811422194540574,-0.099420461590326,-0.16632178555682098,-0.01747635346813077,-0.2339655079390809,0.054235399052738255
-35.0,30.0,20.0,-5.0,-0.0702032658081196,-0.102243918977794,-0.1702004351761651,-0.01633109218739331,-0.24132699123077722,0.05557710111779961
-35.0,30.0,20.0,0.0,-0.0742181705453329,-0.11102560777643,-0.183883844228856,-0.01300938100087733,-0.263989523023171,0.059993634661479195
-35.0,30.0,20.0,5.0,-0.0765352855762477,-0.121744437358528,-0.19971181986950098,-0.00999977781197218,-0.288479369211021,0.06565939570732131
-35.0,30.0,20.0,10.0,-0.0773445866195431,-0.134150136600757,-0.21670161540089805,-0.0076427435515026496,-0.313383082331159,0.07250429016185181
-35.0,30.0,20.0,15.0,-0.0774077621740927,-0.14681001964153803,-0.23254761425561998,-0.005378030624383399,-0.33537539800129,0.07980843021504459
-35.0,30.0,20.0,20.0,-0.0772481841057909,-0.15870584207319,-0.24539118115031,-0.0021144083794374,-0.351031057688306,0.0867750193302392
-30.0,-30.0,-20.0,-20.0,-0.0848217343247961,0.12877366324330602,0.22242464176086996,-0.00762471920714971,0.31748633745938004,-0.0683538846195044
-30.0,-30.0,-20.0,-15.0,-0.08169857410041141,0.12126644243990398,0.2012539012135971,-0.011014431447941852,0.287643156769774,-0.0638605432620504
-30.0,-30.0,-20.0,-10.0,-0.0784407701932673,0.11418702362101199,0.18001824699401003,-0.013461317944759498,0.25603083503808294,-0.059988423139022994
-30.0,-30.0,-20.0,-5.0,-0.074062687953172,0.10959076165683301,0.16090424274091203,-0.016126944651516296,0.22650632479410499,-0.0578765432869429
-30.0,-30.0,-20.0,0.0,-0.0682599206437085,0.108028027308989,0.14308357477662928,-0.0196957830522256,0.1972237739012323,-0.057896050990166203
-30.0,-30.0,-20.0,5.0,-0.0639140308335962,0.11554549242434403,0.16010051427619798,-0.014806214904461698,0.22266742055033764,-0.0629415230670202
-30.0,-30.0,-20.0,10.0,-0.06671934275581948,0.11259485449496198,0.15659420375170996,-0.016879343763392302,0.2160341728125046,-0.060430034607289004
-30.0,-30.0,-20.0,15.0,-0.0680517815046151,0.10983210845646199,0.1447492082522399,-0.020339792090470588,0.1966774922161891,-0.058230373369018505
-30.0,-30.0,-20.0,20.0,-0.0626138833313829,0.11342201046262501,0.14268422541707992,-0.02096078455941603,0.1902966822838155,-0.06097078592000085
-30.0,-30.0,-10.0,-20.0,-0.0805944880038518,0.11105041734003798,0.19858944283942992,-0.0006090899552571301,0.28009154122075297,-0.060818882042920006
-30.0,-30.0,-10.0,-15.0,-0.07817894530941709,0.10304663497594402,0.18002122752984406,-0.00289696614415957,0.254481193470516,-0.0560260513518513
-30.0,-30.0,-10.0,-10.0,-0.0752422803892481,0.095508027840583,0.16349215681278395,-0.004565906628705597,0.231007457606147,-0.051580452683310005
-30.0,-30.0,-10.0,-5.0,-0.0711447299645461,0.09115460730385712,0.151188516105711,-0.006501178813407591,0.2132139127874738,-0.0490668213063474
-30.0,-30.0,-10.0,0.0,-0.0678181017610967,0.09122489285218618,0.1482805055187827,-0.00783490876817547,0.2080014430456778,-0.0491630098449472
-30.0,-30.0,-10.0,5.0,-0.066183465204468,0.09299035134802901,0.14777804815535397,-0.009157412848630909,0.2063978625110158,-0.05022090285551829
-30.0,-30.0,-10.0,10.0,-0.0649410815525643,0.09364818880367329,0.139784149052255,-0.01258046278275289,0.1928260825100483,-0.05061720212810709
-30.0,-30.0,-10.0,15.0,-0.06257521546868271,0.09902108396058101,0.1425484124531331,-0.013442494445413209,0.1954095273059433,-0.05364686274035416
-30.0,-30.0,-10.0,20.0,-0.0591966533250604,0.10490089117038269,0.14892288179997992,-0.014143622195998748,0.20193707136324662,-0.0570631953004926
-30.0,-30.0,0.0,-20.0,-0.0745407819093262,0.09306247199815722,0.18567447169415008,0.007692162851768729,0.25854875349153,-0.0518847553117735
-30.0,-30.0,0.0,-15.0,-0.072181437120468,0.08500128363683182,0.16892529599029393,0.00627469957647389,0.23577235317253498,-0.0470376375644104
-30.0,-30.0,0.0,-10.0,-0.06946695554786278,0.0786805447750577,0.15584720081217396,0.00478351889378155,0.21798740913637987,-0.043222619751100894
-30.0,-30.0,0.0,-5.0,-0.0666877855353218,0.07711956723226811,0.14880007291400799,0.002558232921037642,0.20845644450746387,-0.0421478438481842
-30.0,-30.0,0.0,0.0,-0.0632411706195314,0.0775970754920279,0.1450303508618096,0.000390326188373094,0.2031059098010089,-0.042260417961816996
-30.0,-30.0,0.0,5.0,-0.06035726780165931,0.0804410074531928,0.142961232417131,-0.001748171581642361,0.1994426028979081,-0.04391922901867264
-30.0,-30.0,0.0,10.0,-0.058985163236327603,0.0846109391621685,0.14544286634894898,-0.003548932176505979,0.20203757435724812,-0.0462496608198706
-30.0,-30.0,0.0,15.0,-0.0581828365515161,0.09037372361849999,0.15121975921796493,-0.00505060979968113,0.2090738068032557,-0.0494078859900123
-30.0,-30.0,0.0,20.0,-0.0571770742027167,0.0973456937195658,0.15825644073073009,-0.00671643473795336,0.2170468382595642,-0.0532295718363716
-30.0,-30.0,10.0,-20.0,-0.06711229331172999,0.0737637755288835,0.18078018483575997,0.016896020597043163,0.24900808608385297,-0.040519828623844005
-30.0,-30.0,10.0,-15.0,-0.063287745147705,0.064038834624457,0.16539060471741296,0.01644922187759231,0.2285253809748849,-0.0347288023676765
-30.0,-30.0,10.0,-10.0,-0.06264537127982796,0.0742268908306542,0.16575486646555804,0.011334839403861607,0.2306929476061854,-0.04035695591730771
-30.0,-30.0,10.0,-5.0,-0.062382147334350505,0.0731484379996931,0.15871360114712402,0.00963115815443045,0.22120930170938158,-0.03977890182529189
-30.0,-30.0,10.0,0.0,-0.060286627802598206,0.0711554101820033,0.154312911041993,0.008290734385551694,0.2155619316857621,-0.038489091690826115
-30.0,-30.0,10.0,5.0,-0.0573415051928455,0.07102102723008205,0.154909533051871,0.00649293270885879,0.2168286365048146,-0.0382941166490394
-30.0,-30.0,10.0,10.0,-0.05540167810572582,0.0768793854170884,0.1605769103895891,0.004563162368213771,0.2244476024057697,-0.041560511224941796
-30.0,-30.0,10.0,15.0,-0.0550697390806067,0.0837401590646031,0.16524246929305098,0.0020347454811875994,0.22970746957412388,-0.04544617739997515
-30.0,-30.0,10.0,20.0,-0.055277270016935796,0.0921560880625713,0.17313916622239,-0.00011506904635709934,0.23915861498138913,-0.05013907076060657
-30.0,-30.0,20.0,-20.0,-0.05941154595711,0.061249337235305894,0.1866487445996301,0.022290120954164404,0.25659033101364903,-0.03163235973197602
-30.0,-30.0,20.0,-15.0,-0.056491265338234106,0.0646117453258597,0.183633748581024,0.01894600212264991,0.25444296074261163,-0.03362570321759739
-30.0,-30.0,20.0,-10.0,-0.057557409114493016,0.064077540543131,0.175089875809259,0.01806746639274551,0.241675664790342,-0.03385889442295731
-30.0,-30.0,20.0,-5.0,-0.05764265373313301,0.0563544486914769,0.162844960524316,0.01947609755058519,0.22345067415181932,-0.029612197896678967
-30.0,-30.0,20.0,0.0,-0.054405116663954006,0.059891460615044495,0.1674040121388886,0.016287663075183992,0.232262602979952,-0.031291546641461054
-30.0,-30.0,20.0,5.0,-0.052372777939916,0.0657768165470483,0.17477868654551604,0.013330477772470069,0.24411911944719772,-0.034352332840060104
-30.0,-30.0,20.0,10.0,-0.05171615041076106,0.07321003566709701,0.18327738388322,0.010870872899471239,0.2565520503370296,-0.03848815654294218
-30.0,-30.0,20.0,15.0,-0.05160783345570661,0.081590340355114,0.18789289240505902,0.007637559389435701,0.26182780585394105,-0.04344525396018721
-30.0,-30.0,20.0,20.0,-0.052850742979473314,0.09090433748433699,0.19502377684611005,0.0047196217333267,0.26997050735945505,-0.04880911825921169
-30.0,-20.0,-20.0,-20.0,-0.0518248461890428,0.09230192425547101,0.16000760544296,-0.0056428248484952795,0.22846077592211,-0.049060113388490395
-30.0,-20.0,-20.0,-15.0,-0.049650886735414394,0.087202305641228,0.14559477142144706,-0.008101188418557451,0.20825598510776705,-0.045972600034759094
-30.0,-20.0,-20.0,-10.0,-0.0473683412794337,0.08237178008360299,0.131067352898679,-0.0098578511988448,0.186664279277034,-0.0433113494852194
-30.0,-20.0,-20.0,-5.0,-0.0442534335010924,0.079324101619901,0.11805147660890403,-0.011769458880589499,0.166542756856976,-0.04191760978846941
-30.0,-20.0,-20.0,0.0,-0.040076029496447604,0.07846182404576499,0.10595272858929826,-0.014339962962596,0.1465568482398023,-0.0420625379231237
-30.0,-20.0,-20.0,5.0,-0.0369176659605578,0.08445688833383602,0.119299277283063,-0.010701842068368904,0.16653728806352064,-0.0460143551996356
-30.0,-20.0,-20.0,10.0,-0.038888350612841176,0.082620550636342,0.11762309455650699,-0.012174299426524801,0.1630139152855366,-0.044355179188682994
-30.0,-20.0,-20.0,15.0,-0.03969498820602014,0.080716749502458,0.10999521809313395,-0.01465056082271569,0.150381620398049,-0.0428279245119912
-30.0,-20.0,-20.0,20.0,-0.035497231618023095,0.083623049981425,0.10961749653873998,-0.01500906669002633,0.1473843561684558,-0.04501212397995226
-30.0,-20.0,-10.0,-20.0,-0.04880421917221171,0.08016523339311199,0.14351748639988005,-0.0004461028926826703,0.202546135966361,-0.04398547510361189
-30.0,-20.0,-10.0,-15.0,-0.047105017098711996,0.074753090027674,0.130924771535194,-0.002124188788034596,0.185298942022209,-0.0407197464082057
-30.0,-20.0,-10.0,-10.0,-0.0450071696059435,0.06963777215492,0.11976351075428804,-0.0033354546770110673,0.169528600790266,-0.03768111263600969
-30.0,-20.0,-10.0,-5.0,-0.042050310411966905,0.06681307655840511,0.11167385569014199,-0.00473286576706272,0.1578838766962448,-0.0360336802772535
-30.0,-20.0,-10.0,0.0,-0.039638479623757494,0.0673000488740112,0.11039510713250911,-0.0056814411822528705,0.1553558876925678,-0.0363310814680958
-30.0,-20.0,-10.0,5.0,-0.038406110352773096,0.068965362384194,0.11092364930450899,-0.00661274551533251,0.1555241225483418,-0.037308156513527195
-30.0,-20.0,-10.0,10.0,-0.0374098383213705,0.06967119577394831,0.10599428788385301,-0.009085957331332191,0.1469573841902455,-0.03772746930876019
-30.0,-20.0,-10.0,15.0,-0.03553954421310463,0.07388025474253301,0.10909578167397305,-0.00964983664908511,0.1504258800623065,-0.040118109727239365
-30.0,-20.0,-10.0,20.0,-0.032875651695345995,0.0786198836779707,0.11480987712476987,-0.01008312699923785,0.1567367324364195,-0.0428779345232905
-30.0,-20.0,0.0,-20.0,-0.044520331589965406,0.0679593316802672,0.1349021853783401,0.00562669934017393,0.188010505958972,-0.037977886448344905
-30.0,-20.0,0.0,-15.0,-0.04281123001817751,0.06254117326463379,0.12357178136895397,0.00457440314843591,0.172739706743834,-0.03469154583192301
-30.0,-20.0,0.0,-10.0,-0.04082257403028757,0.058356092277228204,0.11488344579314702,0.00348086768266816,0.1610571146156049,-0.032136251731279
-30.0,-20.0,0.0,-5.0,-0.0387666374216334,0.057589427838199606,0.11061312327737699,0.0018599184638857119,0.15541866639693386,-0.0315507312159443
-30.0,-20.0,0.0,0.0,-0.036210668039139596,0.0582952108832751,0.10875051917716119,0.00028851792167991,0.15284482177708292,-0.0318260947410126
-30.0,-20.0,0.0,5.0,-0.03404821547428131,0.060721881861709695,0.10813814006828404,-0.0012520609221568012,0.151507250864242,-0.03322910190412904
-30.0,-20.0,0.0,10.0,-0.032957725673025795,0.0641410786713762,0.11088279456259598,-0.002534254884408369,0.1547760575541353,-0.035141591463071
-30.0,-20.0,0.0,15.0,-0.032252465688377197,0.06873900492801399,0.11608801533980895,-0.00358394104586214,0.1613564119929711,-0.0376728289209526
-30.0,-20.0,0.0,20.0,-0.031369205531921,0.0742327588837297,0.12226932463074003,-0.004742190193449431,0.1686903549417281,-0.040699136649484484
-30.0,-20.0,10.0,-20.0,-0.039269030268653,0.054944849693466705,0.13210580006485007,0.01231059656168996,0.182128434548026,-0.0303036205852431
-30.0,-20.0,10.0,-15.0,-0.036430617607705995,0.04836761376757,0.1217000985852209,0.01196279347851251,0.16845163639507588,-0.026347183327695804
-30.0,-20.0,10.0,-10.0,-0.03591693911392286,0.056036700372200404,0.12295172337298299,0.008213774866010926,0.1715370439989054,-0.03057334572013031
-30.0,-20.0,10.0,-5.0,-0.035630456620379905,0.0556612553995388,0.11866041958052798,0.006964290077448441,0.1659175109725876,-0.030359253341900788
-30.0,-20.0,10.0,0.0,-0.034012177836329094,0.05461949891829667,0.1162713450358832,0.0059895162250883345,0.1630466202202209,-0.02963224788913541
-30.0,-20.0,10.0,5.0,-0.031765470118482096,0.054946570122108095,0.11756200637228004,0.004683778552500299,0.1652532906930717,-0.0297153659931433
-30.0,-20.0,10.0,10.0,-0.030249588235271418,0.059632753204639004,0.12266212854744107,0.0032943257646808697,0.1722339802716855,-0.032323024331895656
-30.0,-20.0,10.0,15.0,-0.029905238418551,0.0650085792845868,0.12703285330225889,0.0014726799212584005,0.17747958559065358,-0.035365079073393056
-30.0,-20.0,10.0,20.0,-0.029958048296417003,0.0715430166202799,0.13382145128014988,-5.5547009471679926e-05,0.185858065091866,-0.0390128455660062
-30.0,-20.0,20.0,-20.0,-0.0337604265738516,0.0470165782402755,0.13718621832736,0.016159486057417502,0.18874809509745802,-0.024530609711459518
-30.0,-20.0,20.0,-15.0,-0.031490929610169,0.049864968941172406,0.135894760950788,0.01368723807513511,0.1886182439934426,-0.02616689047873949
-30.0,-20.0,20.0,-10.0,-0.03210694592654422,0.049883464201106696,0.130495194668174,0.013030523021158041,0.180619786635174,-0.02652465747324951
-30.0,-20.0,20.0,-5.0,-0.0320252129744388,0.0447230509641844,0.12226647353759898,0.01406497371868625,0.1684241203202883,-0.02365522220956057
-30.0,-20.0,20.0,0.0,-0.0295438132401539,0.0477117421102365,0.1265347633808126,0.011712568470967551,0.17630846748058268,-0.02507914484764175
-30.0,-20.0,20.0,5.0,-0.027950324534603204,0.05239259095774,0.13289022447860704,0.00953784495477987,0.1864339091395212,-0.0275081603693104
-30.0,-20.0,20.0,10.0,-0.02736912783994566,0.05819940313975201,0.1400660747090371,0.00773822335555684,0.19695236239815503,-0.030728747232468667
-30.0,-20.0,20.0,15.0,-0.0271950151696973,0.06462526019762901,0.14437274726787608,0.0053721872963302005,0.202162469493243,-0.0345185060901475
-30.0,-20.0,20.0,20.0,-0.02805671559675861,0.07177087116910999,0.15057567545320993,0.0032623828744637005,0.209538751944915,-0.038625290525330896
-30.0,-10.0,-20.0,-20.0,-0.020842494988333002,0.04827573503694199,0.08409065060990994,-0.00308405034570725,0.12009700247986899,-0.025710516856405297
-30.0,-10.0,-20.0,-15.0,-0.019741184662377995,0.045802111052567984,0.0770721100117,-0.00439282755212395,0.11033766477060702,-0.0241892187554325
-30.0,-10.0,-20.0,-10.0,-0.018575027462389912,0.043438262404383005,0.06994691729062397,-0.005315960393373601,0.09976956152820499,-0.022875632694806997
-30.0,-10.0,-20.0,-5.0,-0.016951050263053203,0.042010231238594986,0.06360643519064602,-0.006319325295566199,0.089951659090856,-0.022230409066702903
-30.0,-10.0,-20.0,0.0,-0.014739654310022797,0.04173827519866499,0.05773752693230827,-0.007675876581826901,0.0801751145348993,-0.022401188239119598
-30.0,-10.0,-20.0,5.0,-0.013067306865804203,0.04531235596480601,0.06553119552089698,-0.005676315599534902,0.09186253337912521,-0.024708829417668103
-30.0,-10.0,-20.0,10.0,-0.01408506932870838,0.04455653790118799,0.06521287846325396,-0.006442511573611202,0.09084284331702089,-0.0239424029075861
-30.0,-10.0,-20.0,15.0,-0.014387495697077198,0.043618204479840994,0.06177634734356696,-0.007744198628898788,0.08502725167870151,-0.0231821452918044
-30.0,-10.0,-20.0,20.0,-0.011964389051608695,0.045393669333156,0.06230610181974994,-0.00787633337780633,0.08449565761946898,-0.02449245380588326
-30.0,-10.0,-10.0,-20.0,-0.01926694195122501,0.04231531075603498,0.07586684415514999,-0.00024067607586646025,0.10715215253808297,-0.0232748766438947
-30.0,-10.0,-10.0,-15.0,-0.0183956327753112,0.039706101746150996,0.06976831513279391,-0.001147247068728424,0.09888672608713697,-0.0216841921423196
-30.0,-10.0,-10.0,-10.0,-0.01729830297073939,0.037225183831364986,0.06439927787099298,-0.001793380397905307,0.091357733369479,-0.0201963850691641
-30.0,-10.0,-10.0,-5.0,-0.0157314510278391,0.035951087370005116,0.06066974546176901,-0.00253417464083181,0.0860281652108878,-0.019442796158720202
-30.0,-10.0,-10.0,0.0,-0.014455104015761402,0.03651926037573319,0.06056009691734796,-0.0030268531381141108,0.0855430852661538,-0.0197632313882419
-30.0,-10.0,-10.0,5.0,-0.013768789307928901,0.03767307565969301,0.061449993863197994,-0.0035051009127271106,0.08653936810114561,-0.02043041872992949
-30.0,-10.0,-10.0,10.0,-0.013168845656259,0.038212322156363596,0.05940910221570794,-0.00481808707443959,0.0828344510121022,-0.02075002442497019
-30.0,-10.0,-10.0,15.0,-0.012055355596178003,0.0406756571781759,0.06179657241391301,-0.00507909779771511,0.0857505175386557,-0.02216170581290286
-30.0,-10.0,-10.0,20.0,-0.010492253488710593,0.043545015819194094,0.06556802492369984,-0.00526036167593427,0.090165973227848,-0.023835010976794503
