# Aircraft: RC BIRE
# Date Generated: 2025-04-30 14:43:18
# Ventral Fins: False
# BIRE Angle Range: -45 to 45 deg
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,4
parameter,coordinate_system,body

BIRE[deg],elevator[deg],beta[deg],alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
25.0,-10.0,20.0,-10.0,-0.01775137622794368,-0.037661285778878006,0.072006643845408,0.0059409352929813974,0.10214039453026902,0.0197171372804616
25.0,-10.0,20.0,-5.0,-0.0159448307296641,-0.03693462860840199,0.06551557793707796,0.006882881692480202,0.09200365107169697,0.0195523345537474
25.0,-10.0,20.0,0.0,-0.0132749696618873,-0.03707220224687102,0.0582626425760992,0.0085732189535976,0.0798207477383174,0.0201160749761416
25.0,-10.0,20.0,5.0,-0.013065262549816103,-0.03972853759016201,0.07056702298291803,0.005460022213894501,0.09901156081315349,0.021594140859721198
25.0,-10.0,20.0,10.0,-0.014184063647665779,-0.039406222168204025,0.07248438411429803,0.005415291416090599,0.1016889372010293,0.0211099568224421
25.0,-10.0,20.0,15.0,-0.013275298934080599,-0.03824234961545099,0.06312214232691393,0.008255205334364402,0.0860574592669562,0.02046539343185706
25.0,-10.0,20.0,20.0,-0.010986147271414698,-0.040590901807374596,0.06760827459782992,0.00745929840574292,0.091832253568112,0.022059660213489537
25.0,0.0,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-10.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-10.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,10.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,10.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,10.0,-20.0,-20.0,-0.011627333837192999,0.024743937034054905,-0.07139973777765496,0.00869107147857263,-0.09828573036319999,-0.01342785449462711
25.0,10.0,-20.0,-15.0,-0.0135710024697136,0.027022102578284093,-0.07515377356400599,0.006778214710917156,-0.1054058440547954,-0.014561126880918152
25.0,10.0,-20.0,-10.0,-0.01364605062426054,0.02824524319128499,-0.07556972203722201,0.00616145194024663,-0.1062344718255464,-0.015361328994754569
25.0,10.0,-20.0,-5.0,-0.0131070751656364,0.025518657897416003,-0.0691488849867262,0.00786137910681332,-0.09596763076956209,-0.01390842300273663
25.0,10.0,-20.0,0.0,-0.0149198890924475,0.027491954948584016,-0.073942828526853,0.0064995764826533305,-0.104267636004152,-0.01474524113598279
25.0,10.0,-20.0,5.0,-0.0163804689905543,0.030223362315797003,-0.08039033535111001,0.00523199254663396,-0.11441624490689403,-0.01604865339537104
25.0,10.0,-20.0,10.0,-0.01731577621268269,0.033293305667878,-0.08677271282572896,0.00410282617212747,-0.12390155122554303,-0.017694393183815497
25.0,10.0,-20.0,15.0,-0.017881322501520303,0.03646246693281199,-0.09209912999344017,0.0026910097934628886,-0.13113088042418602,-0.019511221774970403
25.0,10.0,-20.0,20.0,-0.017679736171294008,0.04050582000835298,-0.0992504747587799,0.0017148469446519807,-0.14081493841560805,-0.021809445816075204
25.0,10.0,-10.0,-20.0,-0.009578291281921988,0.026757066003906402,-0.06889031520524003,0.00602439551152048,-0.09570160765818499,-0.01513087723726616
25.0,10.0,-10.0,-15.0,-0.010983970109163702,0.0257054828350546,-0.066437842983885,0.00545980810376611,-0.09312135335613289,-0.01438461934162044
25.0,10.0,-10.0,-10.0,-0.01187992066967783,0.026585201409114197,-0.06757236868127103,0.004445400738367734,-0.095369332043207,-0.01476591152262686
25.0,10.0,-10.0,-5.0,-0.012097198061869,0.02778652822418949,-0.068297702707698,0.0036846589401794403,-0.0968748105366142,-0.015395462411071238
25.0,10.0,-10.0,0.0,-0.0130134593246796,0.028509508541423895,-0.06974599604186602,0.003150236211993212,-0.0993313375896353,-0.01568168527980154
25.0,10.0,-10.0,5.0,-0.014439122359354496,0.029381116246099098,-0.071950269774811,0.0026567618989657505,-0.10283362365459,-0.016063573532847437
25.0,10.0,-10.0,10.0,-0.01558778031186275,0.0320829336932727,-0.07726786746279701,0.00196046083084132,-0.110422943400461,-0.0175289460425826
25.0,10.0,-10.0,15.0,-0.016046528829929702,0.035074711264847014,-0.0823939286248101,0.0010423270945622305,-0.11733658232924499,-0.019211232332678997
25.0,10.0,-10.0,20.0,-0.016238334400265897,0.038787558354512,-0.08914690938770997,0.0003284868220066392,-0.12639506723572397,-0.021296570634622196
25.0,10.0,0.0,-20.0,-0.007757297872436994,0.029268481185729098,-0.06887929046938002,0.0025201707855118604,-0.09682165417899609,-0.0165829524188489
25.0,10.0,0.0,-15.0,-0.008605151255150198,0.027993946247421096,-0.06553090195246003,0.0018761634617965122,-0.09266438290611839,-0.015754145969387342
25.0,10.0,0.0,-10.0,-0.009533477483294,0.02693179654620793,-0.06282262721637005,0.001491405316998924,-0.08915751106749559,-0.015054166813312217
25.0,10.0,0.0,-5.0,-0.0107434280162336,0.027021080348935703,-0.06253471962912702,0.000852247402754502,-0.0891181132056353,-0.0150127546531721
25.0,10.0,0.0,0.0,-0.012271089912350805,0.02799692381895243,-0.064128554663912,0.00015400141341126298,-0.09155637474918099,-0.01549492374907318
25.0,10.0,0.0,5.0,-0.013865693601583802,0.029845713365015902,-0.06619622126042207,-0.000513643507678249,-0.09437527079489019,-0.01659777766969093
25.0,10.0,0.0,10.0,-0.014243028836641101,0.0321739785258158,-0.07086830517454601,-0.0009159418757894439,-0.100926582209581,-0.0178709709685825
25.0,10.0,0.0,15.0,-0.014821851234861929,0.0348575917153244,-0.07582466259387988,-0.00147510773295328,-0.107582854151161,-0.0193738131688608
25.0,10.0,0.0,20.0,-0.015493672725806401,0.038239943674745605,-0.08223664806658992,-0.0019095266753109503,-0.11606442105025999,-0.0212769572798496
25.0,10.0,10.0,-20.0,-0.006089112366192001,0.03165130037702579,-0.07168794452869998,-0.00078418755825448,-0.10173958419044499,-0.017471386501209902
25.0,10.0,10.0,-15.0,-0.006870767337616705,0.0302071509844912,-0.06773274953200803,-0.0016911184917605222,-0.09658402363767299,-0.016584038057924997
25.0,10.0,10.0,-10.0,-0.0078472192000873,0.028916456199157697,-0.06427708260972598,-0.002246788960812603,-0.0918022106941877,-0.015796461591105627
25.0,10.0,10.0,-5.0,-0.0092755437233163,0.028495459071603904,-0.06225330190008002,-0.002786188458948836,-0.0889521856366078,-0.01555225398238326
25.0,10.0,10.0,0.0,-0.0103068814719623,0.030106656835750506,-0.06396986281945999,-0.0030361988129151,-0.09123361205249679,-0.016421587040012307
25.0,10.0,10.0,5.0,-0.0109558920628521,0.0316467282411692,-0.06648542359134202,-0.00338678471393891,-0.09464491357995011,-0.01732036870091193
25.0,10.0,10.0,10.0,-0.0119347942688838,0.032979753162678,-0.06825765322599497,-0.00403545386097484,-0.0967486414966625,-0.01817024774796359
25.0,10.0,10.0,15.0,-0.013233865508172203,0.03492493348753757,-0.07160377858314004,-0.004532229699359979,-0.10090134836861098,-0.01933192200213823
25.0,10.0,10.0,20.0,-0.014882952488967996,0.0382645711151671,-0.07777379510459004,-0.00452318902798309,-0.108911057487446,-0.021298084591564802
25.0,10.0,20.0,-20.0,-0.004583004842103999,0.03399632106636602,-0.07744308212308004,-0.003596780595640211,-0.11037343419012696,-0.017997000631903598
25.0,10.0,20.0,-15.0,-0.005595683725692496,0.03277110481136,-0.07312237014021394,-0.005024887417217249,-0.10463115436376999,-0.017253348031695197
25.0,10.0,20.0,-10.0,-0.006752991790419081,0.031629769823041,-0.06834567711374095,-0.005903153765747241,-0.09753414075637198,-0.016656401670023302
25.0,10.0,20.0,-5.0,-0.0083387373068479,0.031168315565342025,-0.06373474034430002,-0.00676540271911779,-0.0902747297169492,-0.01658772280906378
25.0,10.0,20.0,0.0,-0.0107023862670617,0.03163703934949298,-0.058353234273071306,-0.008356255690960199,-0.08102041241872542,-0.01722387923996254
25.0,10.0,20.0,5.0,-0.011196838724753501,0.03642034153002799,-0.07169233244927997,-0.005190400509192599,-0.10167934335174982,-0.019972381525654802
25.0,10.0,20.0,10.0,-0.010117262593630981,0.03694764646081439,-0.07500582271713796,-0.00511433005775583,-0.10647506865294151,-0.0199351997813355
25.0,10.0,20.0,15.0,-0.011132251410017002,0.03473707524100361,-0.06772475859584903,-0.00791996561378119,-0.09399738421357101,-0.01869632868246274
25.0,10.0,20.0,20.0,-0.013772510735729104,0.038003355576796606,-0.07402526216484007,-0.0069898164236684495,-0.10246059806955299,-0.020858220952493265
25.0,20.0,-20.0,-20.0,-0.03432613298308711,0.04624604475269489,-0.12764529440912498,0.01598950307248468,-0.1757566369028325,-0.02527532643908241
25.0,20.0,-20.0,-15.0,-0.03786463722163309,0.050685178421991106,-0.13614271239418096,0.0123983781284407,-0.1912449751143115,-0.02749896374592909
25.0,20.0,-20.0,-10.0,-0.038035109831281846,0.05324375818590499,-0.13828904915677903,0.01122396111627175,-0.1948475340506846,-0.02913192249669877
25.0,20.0,-20.0,-5.0,-0.037155930482426394,0.04867876292697901,-0.1275884392459985,0.014346448191555918,-0.17764367788764113,-0.02668520235678077
25.0,20.0,-20.0,0.0,-0.04068277538378919,0.05272714125545201,-0.13769841112274203,0.01179760066350642,-0.194911821067544,-0.028413584047026888
25.0,20.0,-20.0,5.0,-0.0435243019609626,0.05815663451831202,-0.15089054333508706,0.00942288099633897,-0.215612088298587,-0.031001924611917538
25.0,20.0,-20.0,10.0,-0.045370410290082486,0.06418817478282701,-0.163957579984769,0.00731234915074474,-0.23505853576363406,-0.0342163791084045
25.0,20.0,-20.0,15.0,-0.04652629031518231,0.07039633782250701,-0.17507244415286016,0.0046939176188433695,-0.25031139962268206,-0.03775039817020329
25.0,20.0,-20.0,20.0,-0.04625126066214941,0.07829514771434301,-0.18957055252108002,0.00290612100728515,-0.27009393966063905,-0.042226078881346205
25.0,20.0,-10.0,-20.0,-0.030746958657301995,0.0486173934879084,-0.1221887547018099,0.0111390634555928,-0.16986547968907847,-0.027598527110434302
25.0,20.0,-10.0,-15.0,-0.033268545483295595,0.047198732183270406,-0.11904175873905609,0.010061114310550751,-0.16715035357905939,-0.026519717202932898
25.0,20.0,-10.0,-10.0,-0.03486222814542273,0.049091844526096,-0.12262275208079199,0.008155701713964264,-0.17349706651304458,-0.02738561611322133
25.0,20.0,-10.0,-5.0,-0.0352749657648901,0.0516801435833963,-0.1252185762743671,0.006740282968446889,-0.17816274404388618,-0.02874974309049132
25.0,20.0,-10.0,0.0,-0.0370257094911044,0.053420415062186796,-0.129148810921546,0.005740523236675072,-0.1845859207796663,-0.02949229395640554
25.0,20.0,-10.0,5.0,-0.0397891643821616,0.05553234180315579,-0.13435502887302897,0.004828984238768537,-0.192777792267606,-0.03045245655270514
25.0,20.0,-10.0,10.0,-0.042024534895476556,0.06095571406729171,-0.14543767071692804,0.0035507195213294093,-0.20867565843688402,-0.0333888004727416
25.0,20.0,-10.0,15.0,-0.04297367307137133,0.06689610885623401,-0.15616669685159001,0.00187486350623266,-0.22331411506125898,-0.03672096759297469
25.0,20.0,-10.0,20.0,-0.043434723774314205,0.07420993311323901,-0.1699325951795101,0.0005937965020539095,-0.24194952876576803,-0.0408243225088866
25.0,20.0,0.0,-20.0,-0.0275874986407815,0.05189003039963386,-0.12128020703453002,0.004689176513691973,-0.1706401533177338,-0.02951392964249463
25.0,20.0,0.0,-15.0,-0.029017930049457297,0.05006326455950323,-0.11654366056578702,0.003474554211968143,-0.1650962357728493,-0.02829131525155652
25.0,20.0,0.0,-10.0,-0.0306475931863633,0.048610642992778,-0.11288787553435103,0.00274956911259071,-0.1606178533190899,-0.0272874521814082
25.0,20.0,0.0,-5.0,-0.0328498236013956,0.04924747804884411,-0.113638236253205,0.001567085849770871,-0.16245836294752308,-0.027470938301205103
25.0,20.0,0.0,0.0,-0.0356945362694827,0.051470273475916824,-0.117849121364912,0.00028510282726472696,-0.16885414204892898,-0.02859195468969858
25.0,20.0,0.0,5.0,-0.0386998109918667,0.055291246069705306,-0.12291534609148197,-0.0009276959467354219,-0.17591566585501722,-0.030856975418712625
25.0,20.0,0.0,10.0,-0.0394390282065109,0.060088578344010005,-0.13276218578447307,-0.001638413647158944,-0.18983328213028597,-0.0334792122825979
25.0,20.0,0.0,15.0,-0.0406013254226866,0.0655197596665873,-0.14316411917577,-0.0026283495361213494,-0.203980120245671,-0.036518479960018405
25.0,20.0,0.0,20.0,-0.0419719479661172,0.07228429362671208,-0.1563124436457699,-0.0033680936355486206,-0.221577080137696,-0.040323447025603996
25.0,20.0,10.0,-20.0,-0.024662894674695998,0.05500243611790949,-0.12549216160571985,-0.0014587902862905197,-0.17822752163051298,-0.0304881303639432
25.0,20.0,10.0,-15.0,-0.025930318858731205,0.052852462622324105,-0.11969952937861705,-0.003135131099418452,-0.1709445635890837,-0.029140663942849608
25.0,20.0,10.0,-10.0,-0.0275900286285433,0.0509703718944903,-0.11470974520360405,-0.004153758014761573,-0.1641882546792759,-0.02796102755427124
25.0,20.0,10.0,-5.0,-0.0301251494408869,0.050669089642290804,-0.11228857100617903,-0.00513356804889221,-0.1608933829783093,-0.027766680065427
25.0,20.0,10.0,0.0,-0.03194254505749109,0.05430265176468961,-0.11667416758679999,-0.005562044044170791,-0.1669354527319348,-0.02971585818546873
25.0,20.0,10.0,5.0,-0.033114453322143605,0.0576271856013269,-0.12253418844902297,-0.006171992582973416,-0.1750609031234371,-0.03163327768589203
25.0,20.0,10.0,10.0,-0.0349917736200388,0.06050052196221308,-0.12703958982645103,-0.007324553656681858,-0.1807896529751355,-0.033433029256835695
25.0,20.0,10.0,15.0,-0.037536038395610136,0.0645466348715785,-0.13447498797553004,-0.008181175213372409,-0.19033011048446197,-0.03583870362779343
25.0,20.0,10.0,20.0,-0.040756357264418897,0.07132804672928,-0.1471991805467101,-0.0080707756886559,-0.20710401548902801,-0.0398160032296449
25.0,20.0,20.0,-20.0,-0.022023843309816993,0.058113033944185016,-0.13503883325530008,-0.0067844492332365,-0.192470095148531,-0.0308630537417478
25.0,20.0,20.0,-15.0,-0.0236698681416333,0.056275378428981004,-0.12866033031662594,-0.009374412184651409,-0.184257698229005,-0.029707686947477586
25.0,20.0,20.0,-10.0,-0.0256051224753167,0.054578019581894,-0.12130534771937695,-0.01094650406821267,-0.1733608584403687,-0.028809590547577493
25.0,20.0,20.0,-5.0,-0.028379320259395498,0.05415241439454302,-0.11416267329564503,-0.01248853996556054,-0.16203467341639124,-0.0288918226707773
25.0,20.0,20.0,0.0,-0.032645327846948805,0.055422715384557286,-0.1055925798496853,-0.01535779509627816,-0.14703136047434978,-0.0302571496011988
25.0,20.0,20.0,5.0,-0.03345155645099251,0.06518089794637459,-0.131262038220686,-0.009462529440363758,-0.18676390676126084,-0.0358159480487871
25.0,20.0,20.0,10.0,-0.03140581700057428,0.06674878336390999,-0.13856193645730397,-0.00925858971775758,-0.1974259809882665,-0.0360407945715393
25.0,20.0,20.0,15.0,-0.0334767321763866,0.0629585942837918,-0.1263421189347651,-0.01437499638857713,-0.176223681837888,-0.03392601217613034
25.0,20.0,20.0,20.0,-0.038569377987874603,0.0696740354777198,-0.13930039098800018,-0.01253467562176096,-0.19384307543892298,-0.03830819262064916
25.0,30.0,-20.0,-20.0,-0.060375092969859906,0.06326440356511989,-0.16863881138484293,0.0217224469117005,-0.232157960414846,-0.03481112555546671
25.0,30.0,-20.0,-15.0,-0.0651919667774916,0.06958376637116909,-0.18195942754762195,0.01675934309847117,-0.25587417050526295,-0.03798363317981989
25.0,30.0,-20.0,-10.0,-0.06548376842452594,0.073419716955439,-0.18640322389271002,0.015114975691937451,-0.2630685308476146,-0.04038641784695777
25.0,30.0,-20.0,-5.0,-0.0643950907060445,0.06772823257688299,-0.1731227789943171,0.01933916131124402,-0.2415933099464111,-0.03732290374561067
25.0,30.0,-20.0,0.0,-0.0694039845167084,0.073675369310494,-0.18823035100365101,0.01583580649322482,-0.267181467589585,-0.039868106966415295
25.0,30.0,-20.0,5.0,-0.0734465201473104,0.08148487955487502,-0.20755913276188004,0.01256902723630942,-0.297457293455051,-0.04358239862856514
25.0,30.0,-20.0,10.0,-0.0761095822225133,0.090085532989168,-0.22671443608104003,0.00967087143509062,-0.325997614109852,-0.048141707869273895
25.0,30.0,-20.0,15.0,-0.0778310603308299,0.09890338139410301,-0.24321467780928008,0.00609641288052839,-0.348805766512071,-0.053133433766381
25.0,30.0,-20.0,20.0,-0.0775837740738283,0.11011270079105498,-0.26432667497871987,0.0036796078629930205,-0.377765232000098,-0.059467872126138896
25.0,30.0,-10.0,-20.0,-0.055764104508654294,0.06506147192603201,-0.16027587535945398,0.01519876659456974,-0.2228862475676543,-0.037084193336756596
25.0,30.0,-10.0,-15.0,-0.059119814042734885,0.0636950495026355,-0.15754821276755504,0.01368512921071869,-0.22149466749031932,-0.0359381724124914
25.0,30.0,-10.0,-10.0,-0.06126592993214393,0.0665849145496212,-0.16406752793149298,0.011049959333758594,-0.2325705334188376,-0.03729698095729083
25.0,30.0,-10.0,-5.0,-0.0618499589468533,0.0705231929607477,-0.1689852351240346,0.00910766575009736,-0.24099941522082222,-0.03937681009130672
25.0,30.0,-10.0,0.0,-0.0643145325146969,0.0733419454419998,-0.17570099453863702,0.007731430962532752,-0.2517984205937133,-0.04062094788190744
25.0,30.0,-10.0,5.0,-0.06821835296008269,0.07675069824159679,-0.18401836473423694,0.00649074631992063,-0.264819943680103,-0.04219661491873214
25.0,30.0,-10.0,10.0,-0.07139839514250096,0.08460355771151869,-0.200458119462663,0.00475884774999917,-0.288485388169266,-0.0464391698876715
25.0,30.0,-10.0,15.0,-0.0728176142382202,0.093133227916088,-0.21642195475177006,0.0024990392763961904,-0.310431035714901,-0.051212421583939294
25.0,30.0,-10.0,20.0,-0.0735774990696626,0.10357644070257,-0.23654926548799016,0.0007952717124489594,-0.337848491286563,-0.057064266378827604
25.0,30.0,0.0,-20.0,-0.051688797303611395,0.0680271853337317,-0.15806893996188998,0.006434029011957934,-0.22255170514328348,-0.03884081373376639
25.0,30.0,0.0,-15.0,-0.05349490042212685,0.0661201611529596,-0.15324175328371703,0.00474719800213828,-0.2173910688752326,-0.0375130808021934
25.0,30.0,0.0,-10.0,-0.0556310311401926,0.0647106119762008,-0.14975854859325904,0.00374042245651813,-0.21351054958635107,-0.0364657733604307
25.0,30.0,0.0,-5.0,-0.058609072011451296,0.0660984370525565,-0.1521913910198405,0.002126472933068712,-0.2181235385730221,-0.0369987912324378
25.0,30.0,0.0,0.0,-0.0625253887740058,0.06958797006791753,-0.15930417732006302,0.0003887614469974647,-0.22889510262591298,-0.03877518559094128
25.0,30.0,0.0,5.0,-0.0666978524979102,0.0752351060292632,-0.16755301453341204,-0.001241721748934666,-0.2405221067807562,-0.04210565922866243
25.0,30.0,0.0,10.0,-0.0677608421644918,0.0823114977847974,-0.1822821548727971,-0.002174079699921744,-0.26144856834973795,-0.0459688952927368
25.0,30.0,0.0,15.0,-0.0694569533903128,0.0902176936112363,-0.19779407292338003,-0.0034751496755389398,-0.28271772205783197,-0.050388063197971206
25.0,30.0,0.0,20.0,-0.07147720957335871,0.0999797943725201,-0.21710080565550993,-0.004414645188659931,-0.30875919247444195,-0.0558758482274953
25.0,30.0,10.0,-20.0,-0.047859351698828906,0.07082821864631259,-0.16273816440907996,-0.0019968848781666904,-0.23127142951539228,-0.03940831526413881
25.0,30.0,10.0,-15.0,-0.04939732460952691,0.0684802566503418,-0.15653523942367897,-0.004283168905694932,-0.2238450638631494,-0.03789682098382978
25.0,30.0,10.0,-10.0,-0.0515080167820654,0.0664894102604794,-0.15128298024863301,-0.005663203580629763,-0.2169418762223664,-0.036600588915198
25.0,30.0,10.0,-5.0,-0.0548600610126348,0.0666214289223095,-0.149434663546599,-0.006979935158700091,-0.2146220627438692,-0.036624660337562204
25.0,30.0,10.0,0.0,-0.057269414676213805,0.07228976661247802,-0.15674498665040199,-0.00752688729458387,-0.22486042533748982,-0.03965552672089133
25.0,30.0,10.0,5.0,-0.0588499003758676,0.0773498234574148,-0.16605797989483095,-0.0083151695399136,-0.23792902284778808,-0.042550275630522626
25.0,30.0,10.0,10.0,-0.06148827140431291,0.0817161208119693,-0.17353705221860005,-0.00983383812632279,-0.24774298765854547,-0.045250905999141895
25.0,30.0,10.0,15.0,-0.0651058983832061,0.0877281555758738,-0.18501964794805015,-0.01093262566073658,-0.262763276295455,-0.04880996360584413
25.0,30.0,10.0,20.0,-0.0696952817983344,0.0976124386942424,-0.20377865287233,-0.01068092218503461,-0.287741223974364,-0.0545923148160324
25.0,30.0,20.0,-20.0,-0.0444117007197547,0.07365252062504701,-0.1745330496175601,-0.009408570810885409,-0.248797562561688,-0.0392105528240479
25.0,30.0,20.0,-15.0,-0.0463992023904324,0.07163919567720499,-0.16762075995144,-0.01288228140452869,-0.24025873962184718,-0.03788615068153957
25.0,30.0,20.0,-10.0,-0.0488068782975704,0.069819115005853,-0.15922449825950197,-0.01496767019051433,-0.22785641761678438,-0.03690683383117981
25.0,30.0,20.0,-5.0,-0.052416607840476304,0.06975107742503701,-0.15101056109587602,-0.01701149971319658,-0.2147244529247643,-0.0372678842608167
25.0,30.0,20.0,0.0,-0.058129162965877196,0.07195583311478779,-0.14084778690937227,-0.02084172982658435,-0.1965918574601366,-0.0393502072134898
25.0,30.0,20.0,5.0,-0.059165542816003995,0.0862786867822605,-0.17694606186859396,-0.01275790308285861,-0.2524299561371228,-0.047469507268100196
25.0,30.0,20.0,10.0,-0.05634611978034278,0.08907081863657869,-0.18820476160673894,-0.012404264022834751,-0.26896035982234046,-0.0481011031619131
25.0,30.0,20.0,15.0,-0.0593293647432468,0.0842580847613346,-0.17292079989551512,-0.019292196931136298,-0.242137604410532,-0.045412660084955134
25.0,30.0,20.0,20.0,-0.0665145957916739,0.094127616490965,-0.19199794253054003,-0.01665390826969758,-0.268280492261011,-0.05179564393904786
30.0,-30.0,-20.0,-20.0,-0.059413948717963495,-0.061253676381149404,0.18665018797411004,-0.022306761087621092,0.256591837889136,0.03162917870293984
30.0,-30.0,-20.0,-15.0,-0.05649613217284096,-0.0645917011809064,0.18360988116300503,-0.01897160023675756,0.2544029321148558,0.03360921871014926
30.0,-30.0,-20.0,-10.0,-0.057554113048869024,-0.0640645976043355,0.17508162082399503,-0.01808745762618838,0.2416637019033994,0.03384500581915237
30.0,-30.0,-20.0,-5.0,-0.057636043577442994,-0.056364148769690904,0.162861820943908,-0.01948634541655235,0.223478683298518,0.02961096830600194
30.0,-30.0,-20.0,0.0,-0.0544011921327258,-0.05989488710489789,0.16741106081818125,-0.01630209327758972,0.23227321893340047,0.03128736439179512
30.0,-30.0,-20.0,5.0,-0.0523703539107625,-0.06577820573045219,0.17478216841085503,-0.01334685841977469,0.24412340238790778,0.0343476887323559
30.0,-30.0,-20.0,10.0,-0.05172098064486678,-0.07320860730341398,0.18328745603750995,-0.010889500835656117,0.2565662155863518,0.0384822956803975
30.0,-30.0,-20.0,15.0,-0.05161006982134562,-0.081590147330954,0.1878957878440639,-0.007655744734261902,0.26183182006875005,0.04343982816926856
30.0,-30.0,-20.0,20.0,-0.0528513448851312,-0.090904023417893,0.19502096745876996,-0.004736828399674799,0.269964640234154,0.0488040527857819
30.0,-30.0,-10.0,-20.0,-0.06711128732498829,-0.0737596090350703,0.18077501694527998,-0.01691459528626929,0.24900082532285697,0.0405101998671066
30.0,-30.0,-10.0,-15.0,-0.06326888451015357,-0.0639849178952733,0.16535115873986495,-0.01648162794259209,0.22847033852257703,0.034686895257231704
30.0,-30.0,-10.0,-10.0,-0.06265035570867278,-0.0742326384752476,0.165756004741963,-0.01134894192553923,0.23069379754887892,0.04035465837129422
30.0,-30.0,-10.0,-5.0,-0.06238239343488031,-0.0731537710908784,0.15871724358529898,-0.00964467428392875,0.2212146087568747,0.039775557613470146
30.0,-30.0,-10.0,0.0,-0.060318515744982794,-0.0711442298146694,0.154282558598115,-0.008309827754525476,0.2155112687587265,0.03848219672012347
30.0,-30.0,-10.0,5.0,-0.0573431207717875,-0.07102202121351617,0.15490884037880703,-0.00650844145327232,0.2168261784239321,0.0382895117819198
30.0,-30.0,-10.0,10.0,-0.05540495414676063,-0.0768791083587549,0.160578175302731,-0.004578658749833839,0.2244491503768328,0.0415549009972035
30.0,-30.0,-10.0,15.0,-0.0550714462969524,-0.0837392377821643,0.16524106708078512,-0.0020495734735697605,0.229704593151346,0.04544025202978787
