# Aircraft: RC F16
# Date Generated: 2025-04-30 14:09:43
# Ventral Fins: False
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,2
parameter,coordinate_system,body

qbar,alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
0.007832349662259442,0.0,0.0001989515348733012,1.8271822504886627e-17,-0.020270604511826995,1.034424807053677e-17,-0.024876821742783398,-7.843578886836646e-18
0.007832349662259442,5.0,0.0014245275812775002,-2.740675833972e-16,-0.020043734649764,2.5125052022305604e-17,-0.023821915447329103,1.9438934991669052e-17
0.007832349662259442,10.0,0.0029218286233031986,-2.7847793514475e-16,-0.022548313477187,2.65358550085016e-16,-0.02537700333396098,-1.529074786084799e-17
0.007832349662259442,15.0,0.005064705837941198,-3.4494078724944195e-16,-0.0266397584320599,-6.219847474828108e-17,-0.028244384613899,1.156636345097868e-16
0.007832349662259442,20.0,0.008070171276411409,-6.725213183960829e-15,-0.032059264529670006,-1.4487225838355722e-15,-0.032370327247627007,3.732857653767356e-15
0.015664699324518885,-20.0,-0.01222620192703,2.4658724669398145e-16,-0.05576014384517003,-7.1183987666487e-17,-0.05661649309991498,9.40138072988296e-17
0.015664699324518885,-15.0,-0.007664641911291001,-1.0229799294378092e-16,-0.046968493883222995,-1.5296377733039602e-16,-0.0505625891314357,2.8299780811858e-17
0.015664699324518885,-10.0,-0.0044196762529687406,-4.29040023721466e-16,-0.04132471958767692,-2.3047507987598998e-17,-0.04753780561471249,1.0702012103522371e-16
0.015664699324518885,-5.0,-0.0019416938428897003,-2.23249403041524e-16,-0.03930781414172102,-4.35615360325007e-17,-0.0476117096083273,6.11713432532747e-17
0.015664699324518885,0.0,0.0008359386274962993,2.851168591326013e-17,-0.046392757944479,-2.2784771681095698e-17,-0.0575915615708109,-2.2667778640320634e-17
0.015664699324518885,5.0,0.003137123035603699,-1.8088774870375799e-16,-0.04063475670223404,-2.2696984678015e-17,-0.04833542212052709,4.387148679239275e-17
0.015664699324518885,10.0,0.006197722021446601,-2.3324369680514695e-16,-0.04592889206589301,2.441062319502999e-17,-0.051785544763857994,1.7825101927066518e-16
0.015664699324518885,15.0,0.010591643928369799,-4.3198295295319774e-15,-0.05439389196155009,-9.97360794430479e-16,-0.057853147316795,3.128621636633487e-15
0.015664699324518885,20.0,0.0167536574496686,1.542559769869627e-14,-0.06550797919892992,3.510691663036918e-15,-0.06642747686502204,-7.434129040728864e-15
